1	3	1
1	16	1
1	17	1
1	18	1
1	27	1
1	30	1
1	32	1
1	33	1
1	34	1
1	41	1
1	43	1
1	44	1
1	46	1
1	49	1
2	3	1
2	16	1
2	17	1
2	18	1
2	27	1
2	32	1
2	33	1
2	34	1
2	41	1
2	44	1
2	46	1
2	49	1
2	51	1
2	53	1
3	2	1
3	17	1
3	18	1
3	19	1
3	27	1
3	32	1
3	33	1
3	34	1
3	40	1
3	41	1
3	44	1
3	46	1
3	51	1
3	52	1
3	53	1
3	57	1
3	58	1
3	59	1
4	19	1
4	27	1
4	33	1
4	34	1
4	40	1
4	44	1
4	46	1
4	51	1
4	52	1
4	53	1
4	57	1
4	58	1
4	59	1
5	19	1
5	27	1
5	33	1
5	34	1
5	36	1
5	40	1
5	44	1
5	46	1
5	51	1
5	52	1
5	53	1
5	57	1
5	58	1
5	59	1
6	18	1
6	27	1
6	34	1
6	36	1
6	40	1
6	44	1
6	51	1
6	52	1
6	53	1
6	57	1
6	58	1
6	59	1
7	6	1
7	18	1
7	19	1
7	27	1
7	34	1
7	36	1
7	38	1
7	40	1
7	42	1
7	44	1
7	51	1
7	52	1
7	53	1
7	58	1
7	59	1
8	1	1
8	16	1
8	17	1
8	18	1
8	27	1
8	30	1
8	32	1
8	33	1
8	34	1
8	41	1
8	46	1
8	49	1
9	2	1
9	16	1
9	17	1
9	18	1
9	27	1
9	32	1
9	33	1
9	34	1
9	41	1
9	46	1
9	49	1
9	50	1
10	3	1
10	11	1
10	17	1
10	19	1
10	27	1
10	33	1
10	34	1
10	41	1
10	44	1
10	46	1
10	49	1
10	50	1
10	51	1
10	52	1
10	53	1
10	58	1
11	19	1
11	27	1
11	33	1
11	34	1
11	44	1
11	46	1
11	51	1
11	52	1
11	53	1
11	58	1
12	11	1
12	17	1
12	19	1
12	27	1
12	34	1
12	44	1
12	46	1
12	51	1
12	52	1
12	53	1
12	58	1
12	59	1
13	19	1
13	27	1
13	34	1
13	36	1
13	40	1
13	44	1
13	51	1
13	52	1
13	53	1
13	58	1
13	59	1
14	19	1
14	21	1
14	27	1
14	34	1
14	36	1
14	40	1
14	42	1
14	44	1
14	51	1
14	52	1
14	53	1
14	58	1
15	13	1
15	16	1
15	17	1
15	27	1
15	33	1
15	34	1
15	38	1
15	41	1
15	44	1
15	46	1
15	48	1
15	49	1
15	57	1
15	58	1
15	64	1
16	10	1
16	17	1
16	18	1
16	27	1
16	33	1
16	34	1
16	38	1
16	41	1
16	44	1
16	46	1
16	49	1
16	50	1
16	54	1
16	58	1
16	64	1
17	10	1
17	11	1
17	16	1
17	18	1
17	19	1
17	27	1
17	34	1
17	38	1
17	44	1
17	46	1
17	49	1
17	50	1
17	54	1
17	58	1
17	64	1
18	10	1
18	11	1
18	17	1
18	19	1
18	27	1
18	34	1
18	44	1
18	46	1
18	50	1
18	51	1
18	52	1
18	53	1
18	54	1
18	58	1
18	64	1
19	2	1
19	10	1
19	11	1
19	17	1
19	27	1
19	44	1
19	46	1
19	52	1
19	53	1
19	54	1
19	58	1
19	64	1
20	15	1
20	19	1
20	21	1
20	27	1
20	36	1
20	44	1
20	46	1
20	52	1
20	53	1
20	58	1
20	64	1
21	10	1
21	19	1
21	27	1
21	34	1
21	36	1
21	42	1
21	44	1
21	52	1
21	53	1
21	54	1
21	59	1
21	64	1
22	1	1
22	3	1
22	16	1
22	23	1
22	25	1
22	27	1
22	32	1
22	33	1
22	34	1
22	37	1
22	38	1
22	40	1
22	41	1
22	43	1
22	44	1
22	46	1
22	58	1
23	1	1
23	3	1
23	16	1
23	19	1
23	25	1
23	27	1
23	32	1
23	34	1
23	37	1
23	38	1
23	40	1
23	43	1
23	44	1
23	51	1
23	58	1
24	1	1
24	3	1
24	6	1
24	16	1
24	23	1
24	25	1
24	27	1
24	32	1
24	34	1
24	37	1
24	38	1
24	40	1
24	44	1
24	51	1
24	58	1
25	1	1
25	3	1
25	16	1
25	23	1
25	27	1
25	32	1
25	33	1
25	34	1
25	37	1
25	38	1
25	40	1
25	41	1
25	43	1
25	44	1
26	1	1
26	3	1
26	16	1
26	23	1
26	25	1
26	27	1
26	32	1
26	33	1
26	34	1
26	37	1
26	38	1
26	40	1
26	41	1
26	43	1
26	44	1
26	46	1
26	58	1
27	3	1
27	16	1
27	18	1
27	19	1
27	23	1
27	32	1
27	33	1
27	34	1
27	37	1
27	38	1
27	40	1
27	41	1
27	44	1
27	46	1
27	51	1
27	53	1
27	57	1
27	58	1
27	59	1
28	6	1
28	16	1
28	23	1
28	25	1
28	27	1
28	32	1
28	34	1
28	36	1
28	38	1
28	40	1
28	44	1
28	51	1
28	53	1
28	57	1
28	58	1
28	59	1
29	6	1
29	16	1
29	23	1
29	25	1
29	27	1
29	32	1
29	34	1
29	36	1
29	38	1
29	40	1
29	44	1
29	51	1
29	58	1
30	1	1
30	3	1
30	13	1
30	16	1
30	23	1
30	25	1
30	26	1
30	27	1
30	32	1
30	33	1
30	34	1
30	37	1
30	38	1
30	39	1
30	40	1
30	41	1
30	43	1
30	44	1
30	46	1
30	49	1
30	61	1
31	1	1
31	3	1
31	16	1
31	25	1
31	27	1
31	30	1
31	32	1
31	33	1
31	34	1
31	37	1
31	38	1
31	40	1
31	41	1
31	43	1
31	44	1
31	46	1
31	49	1
31	51	1
32	2	1
32	3	1
32	18	1
32	27	1
32	33	1
32	34	1
32	40	1
32	41	1
32	44	1
32	46	1
32	51	1
33	3	1
33	18	1
33	27	1
33	32	1
33	34	1
33	38	1
33	40	1
33	41	1
33	44	1
33	46	1
33	51	1
33	58	1
33	59	1
34	3	1
34	18	1
34	27	1
34	33	1
34	38	1
34	40	1
34	44	1
34	46	1
34	51	1
34	53	1
34	58	1
34	59	1
35	18	1
35	27	1
35	33	1
35	34	1
35	38	1
35	40	1
35	44	1
35	46	1
35	51	1
35	52	1
35	53	1
35	57	1
35	58	1
35	59	1
36	6	1
36	18	1
36	27	1
36	34	1
36	38	1
36	40	1
36	44	1
36	51	1
36	52	1
36	53	1
36	57	1
36	58	1
36	59	1
37	6	1
37	23	1
37	27	1
37	32	1
37	34	1
37	36	1
37	38	1
37	40	1
37	44	1
37	51	1
37	57	1
37	58	1
37	59	1
38	6	1
38	16	1
38	23	1
38	25	1
38	27	1
38	34	1
38	36	1
38	37	1
38	40	1
38	44	1
38	51	1
38	52	1
38	58	1
38	59	1
38	64	1
39	1	1
39	16	1
39	17	1
39	27	1
39	30	1
39	34	1
39	41	1
39	43	1
39	46	1
40	18	1
40	27	1
40	34	1
40	36	1
40	38	1
40	42	1
40	51	1
40	53	1
40	58	1
40	59	1
41	16	1
41	17	1
41	27	1
41	30	1
41	33	1
41	34	1
41	46	1
41	49	1
42	18	1
42	19	1
42	27	1
42	36	1
42	40	1
42	51	1
42	52	1
42	53	1
42	58	1
42	59	1
43	1	1
43	13	1
43	16	1
43	17	1
43	27	1
43	30	1
43	33	1
43	34	1
43	38	1
43	40	1
43	41	1
43	46	1
43	48	1
43	49	1
43	64	1
44	18	1
44	36	1
44	38	1
44	40	1
44	42	1
44	51	1
44	58	1
44	59	1
45	13	1
45	15	1
45	16	1
45	17	1
45	27	1
45	30	1
45	34	1
45	38	1
45	41	1
45	46	1
45	47	1
45	49	1
45	57	1
45	58	1
45	64	1
46	19	1
46	21	1
46	27	1
46	36	1
46	42	1
46	44	1
46	53	1
46	58	1
46	59	1
46	64	1
47	13	1
47	17	1
47	27	1
47	34	1
47	38	1
47	41	1
47	42	1
47	44	1
47	46	1
